CONTACT ID;EMAIL;sib_contact_owner;sib_next_task;SOBRENOME;NOME;_DETECTED_LANGUAGE;DOUBLE_OPT-IN;OPT_IN;CONTACT_TIMEZONE;EXT_ID;LINKEDIN;JOB_TITLE;WHATSAPP;LANDLINE_NUMBER;SMS;CATEGORIA;ANGULO;NICHO;SEGUIDORES;PLATAFORMA;REDE_SOCIAL;ADDED_TIME;MODIFIED_TIME
2312;3trpgpod@gmail.com;;;;3T RPG Podcast;;;;;;;;;;;factions;Frame the tactical combat;Tabletop RPG discussion and actual play;---;Podcast / YouTube;@3TRPGPodcast;18-07-2026;18-07-2026
2315;backwaterttrpg@gmail.com;;;;Backwards Tabletop;;;;;;;;;;;faction conflict;Focus on tactical scenario design;TTRPG essays and indie RPG design;---;Website / Newsletter;@backwardstabletop;18-07-2026;18-07-2026
2316;cannibalhalflinggaming@gmail.com;;;;Cannibal Halfling Gaming;;;;;;;;;;;indie systems;advice;Tabletop RPG reviews;Niche TTRPG audience;Website / X / Facebook;@HungryHalfling;18-07-2026;18-07-2026
2320;contact@tabletopsentinel.com;;;;Tabletop Sentinel;;;;;;;;;;;perfect for tactical RPG & worldbuilding angle;UK-based daily news;Tabletop/RPG news;-;Website;@tabletopsentinel;18-07-2026;18-07-2026
2321;contacto@ficrol.com;;;;FicRol;;;;;;;;;;;GAMES;"Spanish-language narrative roleplay social network; community of story creators";Roleplaying/tabletop RPG;5000;Social Network/App;@ficrol;18-07-2026;18-07-2026
2323;contacto@nacionrolera.org;;;;Nacion Rolera;;;;;;;;;;;GAMES;Angle of narrative universe + tactical RPG for RPG and worldbuilding community;Tabletop RPG and role-playing community;-;Web / community;-;18-07-2026;18-07-2026
2324;critacademy@gmail.com;;;;Crit Academy;;;;;;;;;;;RPG design;TTRPG product reviews;Dungeons and Dragons advice;-;Podcast / YouTube / Website;@critacademy;18-07-2026;18-07-2026
2328;dragonpunchsquad@gmail.com;;;;The Dragon Punch Squad;;;;;;;;;;;Pitch the free tactical setting;fantasy RPG storytelling;Pathfinder actual play;4.9 Apple / 19 reviews;Podcast;@DragonPunchSquad;18-07-2026;18-07-2026
2329;dungeonmasterblock@gmail.com;;;;Dungeon Masters Block;;;;;;;;;;;RPG culture;TTRPG worldbuilding;Dungeon Master advice;3.9M downloads;Podcast / Podbean;@DMs_Block;18-07-2026;18-07-2026
2340;graphicpolicy@gmail.com;;;;Graphic Policy;;;;;;;;;;;movies;tabletop;Comics;≈15K;Website / YouTube;@graphicpolicy;18-07-2026;18-07-2026
2341;happyjacksrpg@gmail.com;;;;Happy Jacks RPG Network;;;;;;;;;;;actual play;player advice;GM advice;Niche TTRPG podcast;Podcast / YouTube / Discord;@happyjacksrpg;18-07-2026;18-07-2026
