CONTACT ID;EMAIL;sib_contact_owner;sib_next_task;SOBRENOME;NOME;_DETECTED_LANGUAGE;DOUBLE_OPT-IN;OPT_IN;CONTACT_TIMEZONE;EXT_ID;LINKEDIN;JOB_TITLE;WHATSAPP;LANDLINE_NUMBER;SMS;CATEGORIA;ANGULO;NICHO;SEGUIDORES;PLATAFORMA;REDE_SOCIAL;ADDED_TIME;MODIFIED_TIME
2317;chronicle@indierpgchronicle.com;;;;Indie RPG Chronicle;;;;;;;;;;;GAMES;Turn-based strategy RPG built by solo creator;English — Indie Roleplaying Systems;6K;BLOG;@indierpgchronicle;18-07-2026;18-07-2026
2322;contacto@mazmorradelrol.cl;;;;La Mazmorra del Rol;;;;;;;;;;;factions and ambient music for campaigns.;Free resource for GMs: tactical scenarios;Tabletop RPG / Worldbuilding;~1K;Blog;@mazmorradelrol;18-07-2026;18-07-2026
2345;horizon@indierpghorizon.com;;;;Indie RPG Horizon;;;;;;;;;;;GAMES;Turn-based hex strategy RPG built by solo dev;English — Indie Roleplaying Games;6.2K;BLOG;@indierpghorizon;18-07-2026;18-07-2026
2352;info@roleplayersguild.com;;;;Roleplayers Guild;;;;;;;;;;;GAMES;Factions system inspiration for campaign play;Tabletop and Tactical Culture;45K+;Website;@RPGuildNet;18-07-2026;18-07-2026
2353;journal@tabletoptacticsjournal.com;;;;Tabletop Tactics Journal;;;;;;;;;;;GAMES;Tactical hex systems matching tabletop depth;English — TTRPG & Strategy Systems;3.7K;NEWSLETTER;@tabletoptacticsjournal;18-07-2026;18-07-2026
2414;contact@theindiejuice.com;;;;;;;;;;;;;;;GAMES;Solo project spanning webtoon, book, and RPG;Hidden Gem Video Games;20K+;Website;@TheIndieJuice;18-07-2026;18-07-2026
2430;info@geekz.mx;;;;;;;;;;;;;;;Action webtoon + tactical RPG + books + OST. Cultural coverage pitch for Mexico.;Geek culture / Entertainment;;~15K;Web;@geekz.mx;18-07-2026;18-07-2026
2436;press@popsize.co.uk;;;;;;;;;;;;;;;press release;UK pop culture outlet;Pop culture;-;Website;@popsize;18-07-2026;18-07-2026
2446;contacto@elvortex.com;;;;;;;;;;;;;;;video games;Geek culture;;-;Website/YouTube/Podcast;@ElVortex;18-07-2026;18-07-2026
2452;interviews@solodevjourney.com;;;;;;;;;;;;;;;GAMES;Veteran developer built massive free IP over 23 years without external funding;English — Game development and indie dev podcast shows;≈15K;PODCAST;@solodevjourney;18-07-2026;18-07-2026
2460;theguys@beatbritish.co.uk;;;;;;;;;;;;;;;pitch indie tactical RPG;UK gaming podcast;Gaming podcast;-;Podcast;@beatbritish;18-07-2026;18-07-2026
2463;chronicle@indiecreatorchronicle.com;;;;;;;;;;;;;;;GAMES;Solo creator building universe over two decades;English — Independent Game Design;7.5K;BLOG;@indiecreatorchronicle;18-07-2026;18-07-2026
2466;design@narrativedesigner.com;;;;;;;;;;;;;;;GAMES;Worldbuilding across books, webtoons, and RPGs;English — Narrative Games & VNs;5K;BLOG;@narrativedesigner;18-07-2026;18-07-2026
2467;dispatch@indiedevdispatch.com;;;;;;;;;;;;;;;GAMES;Solo developer creating massive 23-year IP;English — Game Development;7.2K;NEWSLETTER;@indiedevdispatch;18-07-2026;18-07-2026
2472;news@indierpgspotlight.com;;;;;;;;;;;;;;;GAMES;Solo design crossover between digital and paper;Independent RPG Creation;10K+;Newsletter;@IRPGSpotlight;18-07-2026;18-07-2026
